Key                                              Plaintext                                             Cipertext
12   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  F7 96 C5 52 6B F9 E2 F9 41 21 E5 2D E2 8B C8 83  5C 82 BA E3 1A 3D 69 85 E9 E8 39 A2 B2 63 2F 54
13   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  5A FD 08 B1 1F 31 7F 94 42 4F 3D C8 22 9C 8F A7  9C F5 A6 37 A6 9A 94 03 E4 B6 3D C4 AD 47 BC CB
14   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  57 05 18 E0 B5 E4 A6 41 43 79 32 E3 7D A3 51 5E  89 A7 DE 83 0B 30 8D D4 A1 0C F1 F4 62 5A 8D F1
15   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  3E FE 9C 00 FB F6 28 C5 17 30 10 1C BB 1A D6 A4  21 34 ED DC 39 CD 7F A1 AF 92 EF 37 0A 4A EF 6A
16   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  92 3D D6 DC 72 E8 CD 75 57 C7 6D A5 FF 9B 16 9F  9A C6 7F 9B E1 AE 76 35 AF 43 70 8C 4A 53 91 72
17   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  FD DF 8A 23 00 8E AC 61 DD 53 C9 85 D4 8A 85 29  ED 81 78 9E 1E EF F3 E1 45 77 6B CC 2B 74 6D 00
18   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  A2 8D 50 3F CC 75 EB 56 31 26 A9 34 88 82 C5 7B  82 8A 4D 57 1F 0D 45 44 84 8E 8C FC E9 35 57 97
19   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  19 70 1E DC 8F B3 A4 03 91 75 FE 1F 1E 48 A1 CC  C4 94 19 04 9C 1D 98 B3 4D D0 15 7B 47 DA B7 59
20   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  41 43 03 72 4B D6 D2 87 F3 33 F2 DA E5 77 D8 5B  85 03 C4 F4 EE F8 8C 44 12 99 36 7C 1D DE 44 2E
21   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  8D 4D 6B 64 6B A9 99 EE E9 4C AE 57 77 CC 37 E8  07 81 1E 33 1C 3A 26 C0 91 A8 27 E9 D9 F0 01 55
22   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  85 DC F3 45 7F 53 30 42 9D 96 E8 5C C1 C9 1E 1A  8C EA 1D 65 8E 8C DF A9 74 B5 49 6C 74 F0 98 E9
23   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  9D A3 92 D0 DD 3D 60 97 A9 14 88 FE 28 7B 10 26  22 3F F8 4E C7 66 8C 17 21 E5 7E F7 E4 BE 6D E6
24   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  FC 09 55 08 84 92 DB 39 1D 28 C6 D5 C1 3D 2C 1F  5B 7F F7 9C E9 80 97 4B 39 26 D9 8D 5A F1 82 90
25   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  2E 93 BA D4 3A 66 0B 47 7C 5B 9B 6A CB 31 1A 22  7E BE 21 38 B4 49 D9 76 B4 CE 38 6E A2 CA 5A 6B
26   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  86 C1 5F B8 74 15 95 0A C7 58 B3 B5 76 8B D6 6C  1D BE A1 CD 72 B9 9D EC 3F 66 DF C3 50 24 CC 95
27   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  E7 68 D0 94 C0 3B EC 95 FD 0D 8C 29 F7 71 6E EC  CA 84 67 DE 00 CD BB 11 0E 0C CB B4 0E B9 45 26
28   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  0E A3 4E FF DD 74 AA 18 FE B0 0D E1 B3 56 D0 F0  02 F4 4C EF 23 62 EE E5 05 EA 81 63 25 92 65 BE
29   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  84 2F 82 62 60 85 62 4A D5 CA BA 67 89 6C 12 55  77 BB 5F EC 8F E9 22 8B AB 8D 47 07 79 21 87 66
30   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  EA C6 A6 D2 3C D6 8E 73 BE B8 96 10 2E 0A E2 A7  4C 38 A9 12 E3 4C CD 4E 8D 4D 24 3F 7E 38 F8 73
31   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  3C 9C A4 C8 EE 0B 8B 88 41 04 2A 13 B9 43 8E 91  E8 D9 DC 2D DC 21 ED CE B9 65 6E 7C DF E8 DE 01
32   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  9D B7 F7 EC AF FE B4 AE A0 0F A4 A7 EE 52 1B CA  FD 43 3D 26 FE 68 93 C4 C1 90 EE 0C AA 0D 3E 04
33   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  E8 13 2B ED C8 4A 66 DE 3A 1E 90 38 AC 7B B9 7B  7D AD 02 A1 86 0D E4 FD EE 7B 67 50 92 78 08 8E
34   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  29 05 72 77 13 F5 F8 3E E8 F6 27 DF 67 E3 9A EF  DA 1D 66 9B 78 84 B6 9F BB 15 3F A7 9D 95 C8 DF
35   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  E8 60 2B A6 17 A1 C8 52 50 18 B1 91 6D 7B 02 24  8A 3B C3 FB AC F8 8D EB 3E AB 86 B7 6A BC CA 10
36   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  55 29 7E E9 DF A4 B7 F2 1A EC 05 D2 23 87 77 57  65 D0 5A EC 17 24 B9 2E E0 D3 CC 41 F5 AA 26 98
37   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  84 A1 4F 4B 50 12 63 87 3C 20 26 FA 43 66 D1 6C  16 85 F9 B7 B2 50 40 89 84 A5 4F 35 42 8B AC 84
38   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  F4 03 8A 3E 65 B0 10 44 A8 38 8B 2B 9C F6 2F C9  06 C8 41 F9 B2 C5 32 4C 7B CB B3 F4 9A 66 16 B8
39   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  A0 5A 0D CB 2C B6 D4 42 C6 F6 AC BF 7D BC AE B4  53 37 FD 1A E9 05 BB 4F 3C DD B5 D1 93 25 3B 33
40   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  1B 98 DE 20 FC 39 F1 D3 91 0B A2 17 86 38 EB 46  50 8F B7 27 E8 A8 0E 7B 55 1C 8A 2C 56 14 48 68
41   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  F0 5D 5A E9 59 05 40 3D 2E 47 78 6E 04 51 C6 EC  B2 3F A1 42 F4 BD ED 13 37 50 BB 0E DC 12 0E F5
42   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  8A D7 0F 03 17 0F CC 67 68 39 3A 21 13 BC BB 8D  DF E6 5D 57 31 81 10 00 72 94 D4 2A E4 FA 08 2B
43   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  0B 66 CE 20 62 C5 5A 15 58 A0 F1 B5 C1 82 CF 3F  C7 6F 84 9C 41 F7 89 6C 80 39 45 E6 20 B1 46 6B
44   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  44 B6 8D AF 28 E7 2E E1 90 F2 80 1F CA 1F 2A 72  4F 88 57 15 81 C9 38 BE CC 32 89 B8 58 94 E2 BB
45   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  8B EA 63 9D 82 A6 8A C5 7D F9 AB 76 1D 17 A5 E6  28 98 F0 06 4E 78 15 76 E9 AA 93 E1 CA 7C 2F A0
46   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  6A FA DC 5D 2E 0C 65 24 37 EC 8F 6F 44 3A 4B 39  33 33 EC B8 71 38 74 83 6C B4 0E 6B 40 56 5E 4F
47   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  76 7E 29 D7 1F 31 BD 9E 2C C8 32 2E 3C B7 C3 79  AC 04 D4 DC 24 34 F1 C1 A6 7C A0 17 2C 82 08 06
48   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  4D 9A B5 CF 42 CD 44 7F 84 3E 66 96 16 1A 80 42  DF 83 81 D9 EB 56 DC B5 BE C3 A0 C3 64 94 41 63
49   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  AE 71 00 9F ED CE C6 39 3D 3E 30 65 DA 36 E8 7F  63 BD FF 61 87 C3 9A 47 88 53 84 79 FF 31 F1 4F
50   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  28 16 22 AA 85 7B F7 A9 3A AA 52 E0 CA 27 87 11  C1 36 91 2F 6C 38 5D C0 4D F9 8C D2 B2 5A 42 90
51   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  48 EF 80 CA B7 24 8C 7F D3 7C 92 04 9C DE A4 4D  19 09 05 26 EF 1D E0 50 32 48 87 74 36 B6 86 FD
52   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  56 E7 6D 00 F8 D6 BC 33 79 57 64 42 7B E6 6E 16  22 BC A1 3D D0 48 F3 32 62 97 64 AE 45 D8 58 B4
53   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  B6 1E 1D EA B6 1D C7 03 89 A3 D6 09 E8 F3 0C 5C  3D 91 B2 28 8B 5F 56 30 04 09 4D 11 66 52 7A 27
54   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  05 04 89 E3 B9 87 19 71 33 4D 51 60 C0 4A 03 ED  95 CF F1 C8 06 8C 3D 56 83 75 CE D1 91 E5 89 F1
55   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  0D 7C 4D 7D C0 BA 97 39 1F 69 76 54 00 B3 4A 86  B1 C2 1C 88 DC 40 AF 2E A4 70 09 CF 95 B3 38 0C
56   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  4A 08 3C 76 5C 8B 5C 2E 04 AC B7 69 CC 67 43 3F  93 EC CD E8 36 E4 6C 7F 0F 40 8C 17 51 FE C7 C1
57   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  9F E8 FB 6C A5 8E 9B 4B 6D 50 C4 50 11 C4 71 7F  AE C6 98 90 B3 36 A4 81 86 65 90 0C 30 60 34 76
58   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  02 CA 15 B8 0D 8D 91 82 1F 1F 79 14 03 2D 6D B7  73 16 E8 95 3A 8F FF 0B 0A BE 44 F7 BE 70 3B 3C
59   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  26 36 B5 17 B7 DD E1 BC 6C F1 08 0B C7 0C 1D 40  BF C3 1E 0B 7C 7F AF 80 27 08 FD 69 B9 32 3D BF
60   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  3A 37 66 01 51 8B 31 12 57 79 4D 86 15 86 47 3F  F2 2F AB 03 B6 69 DB 4F 3D 6A F5 DB F1 DE 4A 63
61   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  E3 0C 29 DA 0F 5A C8 25 E9 59 4B 1C 84 85 BB 12  C1 B7 2A 0E 9B B7 F2 00 35 3F EB 6E 35 F5 28 67
62   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  02 38 DA CC C7 6B 66 9A 04 A2 BF 3D 8F 5A A6 E5  DC C6 30 20 30 6E 09 C6 3F ED 31 0B 93 F8 7C 47
63   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  A9 C8 28 BA E2 42 30 E0 6E 41 18 F8 40 15 8E D1  C7 44 B0 74 F9 E0 49 ED 58 1E E2 B8 A3 55 F8 AA
64   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  BE 3A 84 DC AC 7B 78 78 A6 8F D6 6D 9A 8A 95 8E  AE 18 1C 24 E2 EE 2A 3D 9F AF 7B 8D 60 5D 21 52
65   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  B2 65 73 BB 5D 00 30 BF 08 F9 5D 85 52 6D 5A EF  74 9C 88 03 70 AF 17 CC F6 6F 6D 0B 98 9D 57 C9
66   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  14 EE 7F 55 D6 CA 38 2E 50 B0 14 53 6C C3 45 E3  D0 B7 99 A6 09 C5 A7 65 6C 8F 49 40 97 81 CA 1D
67   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  AB 8A 46 DA A2 D3 74 BD 0A C4 D4 B3 1D F3 25 38  48 32 8F B8 1B 88 4A 1E 97 69 E6 60 F7 88 15 2D
68   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  34 E6 58 AC 0B 40 B7 E7 2D 44 6B AD EB DC 53 44  6A 49 FB C6 A2 F1 9B 66 17 07 87 B6 16 EC 27 39
69   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  B3 7A D9 C7 26 80 4D 40 79 C1 4A 12 F6 85 10 5D  3E D9 0E D2 E7 2F 63 94 62 F3 7E D9 2F A0 10 CF
70   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  8A DC 1E 85 6A 99 D8 6B D2 5E AD 5D 68 C7 D2 2D  E7 6F B2 D0 EA 55 B3 93 48 2D CE E3 FA 8F 21 6E
71   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  70 8F FF A3 19 5E 12 B4 99 18 32 49 F5 A5 F1 A7  98 23 F6 F9 91 69 5C E0 A5 B3 F1 EE E8 D2 52 CC
72   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  33 0E 22 0F BE CE DA 1A A1 6D F4 C8 D3 EF D8 B1  36 A7 27 69 26 37 48 71 3E 98 A0 06 D6 0A 0A 15
73   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  EF 1D A1 66 86 6D 43 2C C9 6A EB 52 66 8F 76 2D  2C 4D 4D 6B 97 2A 5F 34 7F 6C F6 ED 90 13 D1 71
74   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  6C 05 29 5A A4 C2 6F A2 B5 E4 01 AB 69 4A E1 AA  EE 90 81 4F 7F 65 F6 9F 43 2E 95 A6 8C 47 9D 1C
75   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  3F 80 59 D8 04 8B 20 C6 CA F6 45 53 E3 87 B3 12  B2 7A 38 5C 89 DF 5B 71 6D 17 F6 12 B8 8A 7C D6
76   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  F7 C7 5B CD C5 7E 0D 2C AD FF B1 A1 6C 98 C2 7F  2A 86 B3 C3 8D 74 94 F5 CC 05 76 98 C6 07 3E C1
77   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  89 40 12 E6 35 9E 28 E1 E5 63 8F AD 7D 1B BE 2D  A7 39 35 75 C1 67 40 27 5A 63 D0 14 A3 E0 45 38
78   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  31 EF B4 A1 EE 13 E4 C0 73 2C 2A 05 D9 7E 5A 32  4D 1F 13 20 1D 2E 71 35 0F 49 B4 1C 20 12 1B 42
79   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  33 C5 CA A2 75 CD DC 58 9F 7A E7 62 EE 5F AF 92  D5 9E 40 42 E7 91 CB FF 75 CE D9 07 C8 5C 1E B0
80   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  40 84 70 7C E3 21 90 75 5C 52 72 09 73 23 07 66  92 60 BE C1 70 28 34 D4 07 C2 3E AD A2 CF 92 D7
81   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  08 5D 79 B7 50 1C B8 64 12 5B 02 74 2B 81 D1 14  DD 62 0D 10 F1 CC 91 98 99 E1 E4 E6 D9 9E D7 10
82   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  7D 98 C4 55 0E DD 4E 12 34 55 45 22 5A D3 E5 7B  B9 7D C7 4D 1A DF BE EE 2C 25 71 C0 B8 7A 77 39
83   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  72 81 59 91 E5 F7 41 24 CC 0C 6A 88 1F 1B 49 DA  3C 18 A8 85 EA 26 63 B0 7C B5 29 69 5E FF 2B 44
84   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  80 5E 8B DB 5F B1 58 2B 0E 67 82 FB D6 95 09 3E  57 D0 6E A1 AE 6A BE 60 C7 F4 56 16 AC EC 6F 50
85   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  76 86 02 AA 27 40 2E 85 56 9F 89 02 73 C5 F2 18  5C AB C2 08 0A 7B 9E 15 7E 03 17 7B D7 0C 7A E0
86   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  0B 6B A2 FC 47 09 1C C0 28 2E 83 7D 74 46 4E 36  CF 45 E8 96 45 6B 71 26 60 6D 9A 7E F0 0A 97 58
87   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  02 2B 12 99 19 9E B2 40 2F 06 85 BF 28 56 B8 48  0A 6D 4D CE 77 69 F5 2E 35 A2 3A 78 CD F2 0E E0
88   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  74 69 EF 6B F2 0D F7 6D 69 41 81 F9 BC B0 10 10  96 34 EF A1 8A AE 40 E6 54 4B 93 97 50 95 33 12
89   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  51 52 FF 47 B3 59 FF 6D B8 62 CC 41 83 5D 98 D2  07 5B 8F 67 E3 52 90 9E C8 3B B2 68 5C 75 63 CA
90   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  75 3A 09 0A 56 E3 44 F5 34 A5 2F D8 1C B9 83 7E  EA E0 C6 90 B4 65 0E 2D 34 B6 B4 9F 8F E9 7C D3
91   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  F5 75 6D D5 56 70 95 1A 6A 82 B2 8F 40 B5 E9 0C  8C D3 94 00 8A 69 A5 A4 B1 D7 6C F0 11 92 11 DF
92   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  A9 AF 83 82 A7 05 B9 6E 0E 0A 13 0E 2A 27 50 FE  AC D2 2A DB E5 CB 4F 52 93 4C 0D 47 8F D9 47 75
93   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  DF 4D 4B 0E EF C2 7B 04 A5 EE A0 D4 30 B5 B4 7E  6C 29 AB 57 CE A0 71 0A B3 20 BB 2E 88 42 F0 53
94   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  BB 22 2E 6D 35 00 D6 F0 BB FF C7 4C 5D 86 F0 43  A9 F2 F1 AE 3A 96 51 CC AF 8B 6C 07 BC EF 2C 9D
95   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  31 B3 AF F2 6A DA 1C E6 33 7F DD B9 65 E4 3D 58  6A C1 37 9C D3 FC CC 65 3C A7 0D 20 88 21 13 6A
96   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  55 95 52 07 F8 E3 C9 DF 77 5B 52 F0 FA 2F A7 1E  51 24 89 BF EE 29 90 F6 2D E1 90 C3 88 81 5E 41
97   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  FE 5C A2 7C 05 C2 13 E1 06 47 39 B6 23 1D 8A D7  36 60 13 DA 6C CF 79 99 38 44 77 11 A2 3A A5 4C
98   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  C1 6E F7 C8 34 E8 4B 4E EA D0 7B 0F 88 2C EC 04  BE 39 FD 98 44 B5 5C 55 F6 B4 80 0C 99 F4 BB BC
99   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  D7 BE BB 08 42 C1 53 93 81 71 01 B0 A9 13 BC 5A  85 C9 68 A5 96 DC EB 5F 42 57 6D 75 B7 C2 25 B7
100   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  D0 7B 2F 8B 38 DF EA 15 11 53 91 34 46 04 58 DA  7E D5 AA 48 4C 34 9C 94 E3 28 95 F6 17 62 77 17
101   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  5B 35 DE 64 61 82 94 FF 1B 63 46 C3 E6 9A A5 D7  77 0A FD 6D 39 3D C5 B8 20 06 98 19 BA B6 F3 32
102   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  14 21 3E 0C FC 60 CB F8 D4 A5 F6 EE 2F 1E 4C 7C  8B 0D 6D 5D 4E 3F 3D F5 73 9A 04 13 E2 68 CD 11
103   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  18 27 54 73 34 57 F8 4E E6 2F 70 D4 98 26 2E 77  0E FD 59 CA 27 5D 3D 5D E7 9E 58 00 CE A8 67 F1
104   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  AE BA 20 25 C6 4C DD FB 69 E5 8F BB 8B A6 D0 FC  48 E5 86 05 4B D1 DF CF 64 E8 87 A4 BA 7C 5A 22
105   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  17 C9 AA BF 45 32 A2 BC 28 EF 26 CD EF F7 60 AD  8E 3F B0 98 37 13 7D 19 78 D6 51 D1 43 A0 D2 C0
106   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  77 7F 3F 75 FD 27 B6 CC 4A 59 09 4F C7 3D C3 40  80 79 73 39 F6 29 01 90 C4 3F 93 83 6A E1 FA A6
107   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  5F 74 BD CE 7B 6F 31 7B 17 64 FC D6 26 0F 0C 72  56 EB 1E C8 9D 3F BB 1C AE A4 4C 66 7F DB C2 C2
108   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  85 E2 44 0B 66 5B FE EF 13 DE 74 EC 28 53 F4 EB  1E 8E 88 3C 55 58 46 72 9C 63 5D E2 A0 E7 D2 25
109   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  2C E6 6E 7B 3A 92 31 07 4E C4 5D 99 2A DF A6 3A  3C 82 7E AE 3D 7E A3 B9 65 B2 C5 84 67 B4 30 23
110   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  4C 97 CA E5 F8 B7 D9 03 75 CD BA 9D FA 44 53 C4  97 0A FD BD 1A F9 F1 EA 73 B9 EB 93 81 7C C8 A4
111   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  6F 11 A9 40 A1 91 37 F2 B0 3C BD A2 FD 64 C4 33  AB 61 C8 00 70 84 5F B7 E3 4D B3 A6 A4 DA 20 03
112   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  38 3A 9F 91 89 0F F2 75 0C 6A 05 6D D7 94 0C 0A  70 2B 2B CF 3C EC 89 71 CC 9E 79 C7 E9 D4 AF BE
113   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  70 98 2A 19 36 66 99 BB 5F D7 35 BB FA 36 05 10  12 1B C6 DC 13 98 F8 BF 4B 21 64 AF E0 AF BE AD
114   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  08 87 64 C0 A4 C1 3A 5F 1E 34 33 36 8B CA 1B 1B  50 A1 8E 23 67 DD 57 D8 6A 5F 19 91 D6 5B 28 BE
115   00 01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F  30 B3 31 65 3A AB FD D2 A0 E4 32 B2 DA 36 7B D5  F9 FE 67 97 A0 A6 09 AF 45 C2 7C 43 5A AF 7E AC
